district,block,cluster,code,name,genre
gadag,mundaragi,dambal,36844,GHPS DPEP DAMBAL,Upper Primary
bangalore rural,hosakote,doddanhulluru,36214,GLPS CHIKKA NALLURAHALLI,Lower Primary
koppal,kustagi,thavaragera,20228,	G.KANNYA HPS TAWARAGERA	,Upper Primary
bangalore,bmp-1,bmpcluster,32103,CPS NEELASANDRA,Lower Primary
gadag,mundaragi,mundaragi urdu,36897,GHPUS DAMBAL,Upper Primary
gadag,mundaragi,kadampur,36859,GLPS SHINGATARAYANAKERI,Lower Primary
bangalore,south-3,madivala,32554,GKMPS KORAMANGALA,Model Primary
koppal,kustagi,hanumanal,20175,	GHPS TUGGALADONI	,Upper Primary
gadag,mundaragi,dambal,36840,GLPS NARAYANAPUR( DAMBAL),Lower Primary
bangalore rural,hosakote,doddanhulluru,36202,GLPS PILLAGUMPE,Lower Primary
bangalore rural,hosakote,devanagundi,35990,G LPS D.MEDAHALLI,Lower Primary
bangalore,sumangali seva ashrama,kodihalli,30972,DARGAMOHALLA,Anganwadi
koppal,kustagi,j.gudadoor,20307,	GHPS PARAMANAHATTI	,Upper Primary
bangalore rural,hosakote,devanagundi,35999,G UHPS MEDIMALLASADNRA,Upper Primary
bangalore,anekal taluk,haragadde,30784,ADURU,Anganwadi
bangalore rural,hosakote,mugbala,36210,GKLPS HOSAHALLI,Lower Primary
bangalore,sumangali seva ashrama,kodihalli,30653,G.BYAPPANAHALLI 1,Anganwadi
bangalore,anekal taluk,hebbagodi,36553,KOODLU   B,Anganwadi
bangalore,bangalore north (yelahanka),hesaragatta,30769,BAGALAGUNTE II,Anganwadi
bangalore,bangalore south(banashankari),k gollahalli,31144,KANAMINIKE COLONY,Anganwadi
koppal,kustagi,menedhal,20253,	GLPS GUDDADA HANUMASAGR	,Lower Primary
bangalore rural,hosakote,bendiganahalli,36028,G LPS DYAVASANDRA,Lower Primary
bangalore rural,hosakote,vagata,36099,G HPS KANEKAL,Upper Primary
koppal,kustagi,dotihal,20150,	GHPS KADEKOPPA	,Upper Primary
koppal,kustagi,chalageri,20143,	GHPS TOPALAKATTI	,Upper Primary
bangalore,bangalore north (yelahanka),abbigere,30818,VEERASAGAR,Anganwadi
bangalore,bangalore south(banashankari),konnana kunte,33831,TIPPASANDRA,Anganwadi
bangalore,anekal taluk,haragadde,31379,LINGAPURA,Anganwadi
gadag,mundaragi,shingtalur,36911,GHPS HOSASHINGATALUR,Upper Primary
gadag,mundaragi,mundaragi city west,36876,GLPS BYALAWADAGI(MUNDARAGI),Lower Primary
dharwad,Hubli-Dharwad urban,HDMC,36608,Doragalli-3,Anganwadi
bangalore,bangalore south(banashankari),k gollahalli,31154,KUMBALAGODU,Anganwadi
bangalore,sumangali seva ashrama,dodda banaswadi,34040,VIJNAPURA 7,Anganwadi
bangalore,bangalore south(banashankari),byrathi,30704,VEERENAHALLI,Anganwadi
koppal,kustagi,sanghanal,20267,	GHPS PURA	,Upper Primary
gadag,mundaragi,petalur,36829,GLPS PETALUR(DPEP),Lower Primary
bangalore,south-1,kumbalagodu,31980,GKHPS KUMBALAGODU,Upper Primary
koppal,kustagi,mudenur,20215,	GHPS SIRAGUMPI	,Upper Primary
koppal,kustagi,menedhal,20251,	GLPS CHIKKATAMMINHAL	,Lower Primary
gadag,mundaragi,mundaragi city west,36877,GMCS MUNDARAGI,Model Primary
gadag,mundaragi,mundaragi urdu,36890,GLPUS PETAALUR,Lower Primary
bangalore,north-3,frazer town,32203,GKMPS SARVAGNYA NAGAR,Lower Primary
gadag,mundaragi,kalakeri,36863,GHPGS KALAKERI,Upper Primary
koppal,kustagi,kustagi,20241,	GLPS 12 TH WARD	,Lower Primary
bangalore rural,hosakote,bendiganahalli,36185,GHPS E - HOSAHALLI,Upper Primary
bangalore,south-4,kylasanahalli,32602,GKLPS MITTAKANAHALLI,Lower Primary
koppal,kustagi,dotihal,20145,	GMHPS DOTIHAL	,Upper Primary
gadag,mundaragi,kalakeri,36863,GHPGS KALAKERI,Upper Primary
koppal,kustagi,adavibhavi,20156,	GLPS MENASAGERI TANDA	,Lower Primary
bangalore,south-4,doddakanneli,32201,GKMPS GUNJOOR,Model Primary
bangalore,south-1,kengeri,32418,GKHPS BABASABARAPALYA,Upper Primary
bangalore rural,hosakote,bilanarasapura,35916,G HPS KORATI,Upper Primary
bangalore,north-3,kaval byrasandra,33147,GUHPS MUSLIM COLONY,Upper Primary
bangalore rural,hosakote,kalkunte,36113,G LPS THATTANUR,Lower Primary
bangalore rural,hosakote,sulibele,36137,GKHPS ARASANAHALLI,Upper Primary
bangalore,bmp-1,bmpcluster,32097,CPS GOVINDRAJ NAGAR,Lower Primary
koppal,kustagi,hiregonnagar,20299,	GHPS HIREGONNAGAR	,Upper Primary
bangalore,south-1,kaggalipura,32729,GKLPS VASUDEVAPURA,Lower Primary
koppal,kustagi,kustagi,20242,	GLPS URDU TEGGINONIKUSTAGI	,Lower Primary
bangalore,north-2,hebbal,32032,GUMPS CHAMUNDINAGAR,Model Primary
bangalore,bangalore north (yelahanka),agrahara layout,31254,KATTGENAHALLI,Anganwadi
bangalore rural,hosakote,mugbala,36193,GHPS Chikkanahalli,Model Primary
koppal,kustagi,hanumanal,20163,	GMHPS GUDDADA DEVALAPUR	,Upper Primary
bijapur,sindagi,devar hipparagi,29200,	GOVT. LPKBS WANAHALL  VASTI	,Lower Primary
bangalore,bangalore north (yelahanka),agrahara layout,31311,AGRAHARA LAYOUT 1,Anganwadi
koppal,kustagi,hoolagera,20313,	GHPS BANDRAGAL	,Upper Primary
bangalore,north-4,maralukunte,33198,GKLPS MARASANDRA,Lower Primary
koppal,kustagi,koradakera,20329,	GLPS BISNHAL	,Lower Primary
bangalore rural,hosakote,beguru,35892,G LPS SONNEBACHANAHALLI,Lower Primary
koppal,kustagi,jumalapur,20209,	GLPS MYADARADOKKI	,Lower Primary
gadag,mundaragi,petalur,36902,GHPS VENKATAPUR,Upper Primary
koppal,kustagi,hanumanal,20164,	GMHPS HANUMANHAL	,Upper Primary
gadag,mundaragi,shingtalur,36908,GHPS SHEERNAHALLI,Upper Primary
bangalore,north-1,kamakshipalya,32358,GKLPS VRISHABHAVATHI NAGARA,Lower Primary
dharwad,Hubli-Dharwad urban,Madarmaddi,36338,Madarmaddi-2,Anganwadi
koppal,kustagi,bijakal,20149,	GLPS HESARURU	,Lower Primary
bangalore,bangalore south(banashankari),chandrappa circle,33746,SULIVARA,Anganwadi
bangalore,north-4,nagavara,32180,GUHPS AL-HILAL NAGAR,Upper Primary
bangalore,bangalore south(banashankari),konnana kunte,33773,ANJANAPURA,Anganwadi
bangalore,bangalore north (yelahanka),chikkajala,31234,HUTTANA HALLI COLONI,Anganwadi
dharwad,Hubli-Dharwad urban,Madarmaddi,36381,Chapparband Colony-3,Anganwadi
koppal,kustagi,chalageri,20133,	GHPS JULAKATTI	,Upper Primary
bangalore rural,hosakote,sulibele,36139,GKHPS SULIBELE,Upper Primary
bangalore,south-4,k r puram,32500,GUHPS MEDAHALLI,Upper Primary
dharwad,Hubli-Dharwad urban,HDMC,36616,Doragalli-2,Anganwadi
koppal,kustagi,adavibhavi,20132,	GHPS HULSAGERI	,Upper Primary
bangalore rural,hosakote,jadigenahalli,35970,G LPS GOVINDAPURA,Lower Primary
koppal,kustagi,hanumanal,20175,	GHPS TUGGALADONI	,Upper Primary
bangalore rural,hosakote,doddagattinabbe,36192,GHPS CG Nabe(chikkagattinabbe),Upper Primary
koppal,kustagi,thavaragera,20230,	GHPS BASAVANNA CAMP  TAWARAGER	,Upper Primary
gadag,mundaragi,petalur,36899,GHPGS SHIRUR,Upper Primary
koppal,kustagi,adavibhavi,20155,	GHPS MENASAGERI	,Upper Primary
bangalore,south-4,kylasanahalli,32599,GKLPS BYRATHI BANDE,Lower Primary
bangalore,south-2,govindarajnagar,33089,GKLPS AMARJYOTHINAGAR,Lower Primary
dharwad,Hubli-Dharwad urban,HDMC,36608,Doragalli-3,Anganwadi
gadag,mundaragi,mundaragi east,36881,GHPS KOTEMUNDARAGI,Upper Primary
koppal,kustagi,hiremannapur,20277,	GHPS GUDADUR .M	,Upper Primary
gadag,mundaragi,meundi,36873,GLPKGS MEUNDI,Lower Primary
gadag,mundaragi,kadampur,36862,GHPS SHIVAJINAGAR(SHINGAT.KERI,Upper Primary
koppal,kustagi,hanumasagar,20192,	GHPS MAVINAITAGI	,Upper Primary
bangalore rural,hosakote,bilanarasapura,35926,G LPS AGASARAHALLI,Lower Primary
dharwad,Hubli-Dharwad urban,HDMC,36646,Dandin Oni,Anganwadi
bangalore,south-1,veerabadra nagara,32929,GKHPS VEERABHADRANAGAR,Upper Primary
koppal,kustagi,dotihal,20158,	GLPS TONASHIHAL	,Lower Primary
bangalore,bangalore north (yelahanka),agrahara layout,33826,CHOKKANAHALLI,Anganwadi
koppal,kustagi,thavaragera,20236,	GLPS VITTALAPUR	,Lower Primary
bangalore,south-2,arundhathinagar,33083,GUHPS ARUNDATHINAGAR,Upper Primary
bangalore,bangalore north (yelahanka),hesaragatta,30726,MATHKUR 1,Anganwadi
bangalore rural,hosakote,kalkunte,36115,G HPS BAGURU,Upper Primary
bangalore rural,hosakote,jadigenahalli,35970,G LPS GOVINDAPURA,Lower Primary
bangalore,south-1,kumbalagodu,31981,GKLPS ANCHEPALYA,Lower Primary
koppal,kustagi,chalageri,20127,	GMHPS CHALAGERA	,Upper Primary
chamrajnagar,kollegal,kunthur,6848,YYYGHPS UTHAMBALLI,Lower Primary
bangalore rural,hosakote,doddanhulluru,36195,	GHPS Doddanallurahalli,Upper Primary
bangalore,bangalore south(banashankari),kengeri circle,30492,GULAGANJANAHALLI,Anganwadi
bangalore,south-1,ramasandra,32535,GKHPS SOOLIKERE,Upper Primary
bangalore rural,hosakote,sulibele,35883,GKHPS YANAGUNTE,Upper Primary
dharwad,Hubli-Dharwad urban,HFWTC,36521,Ramligeshwar nagar -4,Anganwadi
koppal,kustagi,mudenur,20206,	GLPS MEGURU	,Lower Primary
bangalore rural,hosakote,vagata,35985,G HPS THINDLU,Upper Primary
koppal,kustagi,dotihal,20153,	GHPS KYADIGUPPA	,Upper Primary
gadag,mundaragi,mundaragi urdu,36894,GHPUBS MUNDARAGI,Upper Primary
bangalore,anekal,attibele,32222,GKLPS BHAKTHIPURA,Lower Primary
koppal,kustagi,jumalapur,20212,	GLPS RAMPUR.J	,Lower Primary
bangalore rural,hosakote,vagata,36101,G HPS MAKANAHALLI,Upper Primary
bangalore rural,hosakote,kalkunte,36117,G LPS SIDDANAPURA,Lower Primary
bangalore,bangalore south(banashankari),doddakannelli,30645,GUNJURU COLONY,Anganwadi
gadag,mundaragi,petalur,36899,GHPGS SHIRUR,Upper Primary
kolar,Mallur,Tekal 2,37112,NIDRAMANGALA,Anganwadi
bangalore,bangalore central,Manjunatheshwar circle-7,31138,ASHWATHNAGAR,Anganwadi
bangalore rural,hosakote,jadigenahalli,36089,G UHPS KATTIGENAHALLI,Upper Primary
dharwad,Hubli-Dharwad urban,HFWTC,36502,Ramligeshwar nagar -2,Anganwadi
gadag,mundaragi,mundaragi city west,36876,GLPS BYALAWADAGI(MUNDARAGI),Lower Primary
bangalore,anekal taluk,haragadde,31367,N  GOLLAHALLI,Anganwadi
bangalore,south-4,kylasanahalli,32591,GKHPS BILISHIVALE,Upper Primary
koppal,kustagi,koradakera,20337,	GCHPS KORADAKERI	,Upper Primary
gadag,mundaragi,dambal,36845,GMCS DAMBAL,Model Primary
gadag,mundaragi,shingtalur,36830,GLPGS SHINGATALUR,Lower Primary
koppal,kustagi,hanumasagar,20185,	GHPS KURABAGERI HANUMASAGAR	,Upper Primary
koppal,kustagi,dotihal,20146,	GURDU HPS DOTIHAL	,Upper Primary
bangalore,sumangali seva ashrama,kodihalli,30958,ANNASANDRAPALYA 1,Anganwadi
bangalore rural,hosakote,vagata,36099,G HPS KANEKAL,Upper Primary
dharwad,Hubli-Dharwad urban,Purohit Nagar,36480,Hattikolla-1,Anganwadi
bangalore,bangalore south(banashankari),doddakannelli,33783,DEVARA BESANAHALLI,Anganwadi
gadag,mundaragi,hirawaddatti,36852,GLPGS HAROGERI,Lower Primary
bangalore rural,hosakote,nandagudi,36084,G LPS CHOKKASANDRA,Lower Primary
bangalore rural,hosakote,devanagundi,36000,G LPS HANDENAHALLI,Lower Primary
koppal,kustagi,thavaragera,20233,	GLPS Narahari Badavane Tavaragera	,Lower Primary
bangalore,north-2,hebbal,32025,GKHPS MANNARAYANAPALYA,Upper Primary
bangalore rural,hosakote,devanagundi,35993,G HPS ANUGONDANAHALLI,Upper Primary
bangalore,sumangali seva ashrama,sultanpalya,30370,SUJJANA NAGAR,Anganwadi
bangalore rural,devanahalli,channahalli,36725,GKLPS DODDAHOSAHALLI,Lower Primary
bangalore,south-2,kalasipalya,32126,GKLPS ANANDAPURA (CHAMARAJPET),Lower Primary
gadag,mundaragi,mundaragi east,36881,GHPS KOTEMUNDARAGI,Upper Primary
bangalore,bangalore state,yashwanthpura,34154,N H COLONY,Anganwadi
dharwad,Hubli-Dharwad urban,Madarmaddi,36335,Kalli Oni-2,Anganwadi
bangalore,bangalore south(banashankari),thavare kere,36391,HOSAPALAY,Anganwadi
bangalore rural,devanahalli,devanahalli,36759,GKHPS NEELEARI,Upper Primary
bangalore,anekal taluk,dommasanddra,33457,T C HALLI,Anganwadi
bangalore,bangalore south(banashankari),kengeri circle,31123,BHIMANAKUPPE,Anganwadi
koppal,kustagi,hoolagera,20327,	GHPS YERIGONHAL	,Upper Primary
koppal,kustagi,hanumasagar,20185,	GHPS KURABAGERI HANUMASAGAR	,Upper Primary
koppal,kustagi,koradakera,20331,	GLPS CHIKKANANDYAL	,Lower Primary
bangalore,bangalore north (yelahanka),abbigere,34077,M S PALYA 1,Anganwadi
bangalore rural,hosakote,hosakote town,36020,G HPS KURUBARAPETE,Upper Primary
bangalore rural,hosakote,bilanarasapura,36194,	GLKPS Bilanarasapura,Lower Primary
koppal,kustagi,nilogal,20174,	GHPS SHADALAGERI	,Upper Primary
koppal,kustagi,koradakera,20335,	GHPS HIRENANDIHAL	,Upper Primary
gadag,mundaragi,bagewadi,36831,GHPGS BAGEWADI,Upper Primary
bangalore rural,hosakote,doddanallala,36236,GHPS CHIKKATHAGGALI,Upper Primary
bangalore,bangalore south(banashankari),konnana kunte,31091,GUTTIGERE COLONY,Anganwadi
bangalore rural,hosakote,kalkunte,36113,G LPS THATTANUR,Lower Primary
bangalore rural,hosakote,beguru,35892,G LPS SONNEBACHANAHALLI,Lower Primary
gadag,mundaragi,kadampur,36862,GHPS SHIVAJINAGAR(SHINGAT.KERI,Upper Primary
bangalore,anekal,chikkahosahalli,32519,GKLPS AADURU,Lower Primary
dharwad,Hubli-Dharwad urban,HFWTC,36524,Giranichal-2,Anganwadi
bangalore rural,hosakote,nelavagilu,35913,G HPS SIDDANAHALLI,Upper Primary
bangalore rural,hosakote,doddanallala,36233,GHPS THAVATAHALLI,Upper Primary
koppal,kustagi,killarhatti,20218,	GLPS AMARAPUR TANDA	,Lower Primary
bangalore,north-4,kodigehalli,33199,GKHPS SINGHAPURA,Upper Primary
koppal,kustagi,dotihal,20152,	GHPS KESUR	,Upper Primary
bangalore,bangalore south(banashankari),uttrahalli,30685,DODDAKALLASANDRA 2,Anganwadi
bangalore,sumangali seva ashrama,sultanpalya,30254,VESHVINATH -NAGANA HALLI,Anganwadi
bangalore rural,devanahalli,nalluru,36731,GKHPS BALEPURA,Model Primary
bangalore rural,devanahalli,devanahalli,36735,GKHPBS KOTE,Upper Primary
bangalore rural,hosakote,bilanarasapura,35925,G LPS GUNDRAHALLI,Lower Primary
koppal,kustagi,chalageri,20133,	GHPS JULAKATTI	,Upper Primary
koppal,kustagi,adavibhavi,20129,	GHPS DEVALAPUR	,Upper Primary
koppal,kustagi,thavaragera,20230,	GHPS BASAVANNA CAMP  TAWARAGER	,Upper Primary
bangalore rural,hosakote,nelavagilu,36073,G UHPS HINIDGANALA,Upper Primary
gadag,mundaragi,mundaragi city west,36877,GMCS MUNDARAGI,Model Primary
bangalore,north-4,bagalur,32044,GKLPS BK HALLI PALYA,Lower Primary
bangalore rural,hosakote,vagata,36106,G LPS KAMARASANAHALLY,Lower Primary
koppal,kustagi,kustagi,20241,	GLPS 12 TH WARD	,Lower Primary
koppal,kustagi,bijakal,20149,	GLPS HESARURU	,Lower Primary
bangalore,anekal taluk,dommasanddra,36406,DOMMASANDRA E,Anganwadi
bangalore rural,hosakote,doddanhulluru,36214,GLPS CHIKKA NALLURAHALLI,Lower Primary
koppal,kustagi,adavibhavi,20138,	GHPS MIYYAPUR	,Upper Primary
bangalore,bangalore north (yelahanka),kadugondanahalli,30984,NAGAWARA,Anganwadi
bangalore,bangalore north (yelahanka),agrahara layout,30622,VINAYAKANAGAR,Anganwadi
bangalore rural,hosakote,hosakote town,36024,G UHPS KHAJI MAKHAN,Upper Primary
bangalore,sumangali seva ashrama,kodihalli,36451,MADEVPURA,Anganwadi
koppal,kustagi,j.gudadoor,20311,	GHPS BADIMANHAL	,Upper Primary
bangalore,bangalore north (yelahanka),bettahalasuru,36370,HUNASAMARANAHALLI 3,Anganwadi
bangalore rural,hosakote,thavarekere,35949,G LPS GUGUTTAHALLI,Lower Primary
gadag,mundaragi,hirawaddatti,36853,GHPS BASAPUR,Upper Primary
bangalore,bangalore central,kithuru rani channamma 3rd circle,31438,WALMIKINAGAR 3RD CENTER,Anganwadi
dharwad,Hubli-Dharwad urban,Madarmaddi,36316,Ganachari Oni,Anganwadi
koppal,kustagi,bijakal,20274,	GLPS JanataBadavne Bijakal	,Lower Primary
bangalore rural,hosakote,samethanahalli,35980,G LPS HAROHALLI,Lower Primary
bangalore,north-3,oph road,32610,GTHPS THIMMAIAH ROAD,Upper Primary
dharwad,Hubli-Dharwad urban,HDMC,36605,Hebbali agasi-2,Anganwadi
bangalore rural,devanahalli,devanahalli,36767,GKLPS PARVATHAPURA,Lower Primary
bangalore,bangalore south(banashankari),doddakannelli,31330,KACHAMARANAHALLI,Anganwadi
gadag,mundaragi,hirawaddatti,36853,GHPS BASAPUR,Upper Primary
bangalore rural,hosakote,vagata,36101,G HPS MAKANAHALLI,Upper Primary
bangalore rural,hosakote,alappanahalli,36129,G HPS ALAPPANAHALLI,Upper Primary
bangalore,sumangali seva ashrama,sultanpalya,30363,DODDANA NAGAR 3,Anganwadi
bangalore,north-1,sondekoppa,32759,GKLPS DEVINANJAYYANAPALYA,Lower Primary
dharwad,Hubli-Dharwad urban,HDMC,36618,Kerikelagin Oni,Anganwadi
bangalore,south-2,kalasipalya,32453,GUMPGS BARLANE,Model Primary
bangalore rural,hosakote,shivanapura,36045,G LPS D SHETTYHALLI,Lower Primary
bangalore rural,devanahalli,devanahalli,36733,GKLPS PRASANNAHALLI,Lower Primary
gadag,mundaragi,petalur,36904,GHPGS PETAALUR,Upper Primary
koppal,kustagi,koradakera,20331,	GLPS CHIKKANANDYAL	,Lower Primary
bangalore,bangalore north (yelahanka),rajanakunte,33919,SADENA HALLI LAYOUT,Anganwadi
bangalore,south-4,k r puram,32493,GKLPS BHATTARAHALLI,Lower Primary
koppal,kustagi,hanumanal,20175,	GHPS TUGGALADONI	,Upper Primary
bangalore rural,hosakote,bilanarasapura,35925,G LPS GUNDRAHALLI,Lower Primary
bangalore rural,hosakote,jadigenahalli,36297,GKHPS KATTIGENAHALLI,Upper Primary
koppal,kustagi,thavaragera,20227,	GMHPS TAWARAGERA	,Model Primary
dharwad,Hubli-Dharwad urban,HFWTC,36631,Gavi oni,Anganwadi
dharwad,Hubli-Dharwad urban,Purohit Nagar,36465,Navalur-1,Anganwadi
bangalore rural,hosakote,jadigenahalli,36107,G LPS BOMMANA BANDE,Lower Primary
bangalore,bangalore south(banashankari),kengeri circle,36387,VINYAKA NAGAR,Anganwadi
bangalore,north-4,kodigehalli,33200,GKHPS RAMACHANDRAPURA,Upper Primary
dharwad,Hubli-Dharwad urban,Purohit Nagar,36471,Gouli galli -1,Anganwadi
bangalore,anekal,attibele,32223,GKLPS HALEHALLI (ATTIBELE),Lower Primary
bangalore,bangalore north (yelahanka),kodigenahalli,31298,SHAKTI NAGAR,Anganwadi
bangalore,bangalore state,palace guttalli circle,29580,INDIRANAGAR III,Anganwadi
dharwad,Hubli-Dharwad urban,Purohit Nagar,36543,Tejaswinagar,Anganwadi
bangalore rural,hosakote,beguru,35889,G LPS CHIKKA KOLIGA,Lower Primary
dharwad,Hubli-Dharwad urban,HFWTC,36497,Om nagar,Anganwadi
gadag,mundaragi,korlahalli,36869,GLPGS KORLAHALLI,Lower Primary
koppal,kustagi,hanumanal,20164,	GMHPS HANUMANHAL	,Upper Primary
gadag,mundaragi,hirawaddatti,36848,GMCS HIREWADDATTI,Model Primary
bangalore rural,hosakote,t agrahara,36245,GLPS HOSADIMBAHALLI,Lower Primary
bangalore,bangalore south(banashankari),thavare kere,30503,CHINNENAHALLI,Anganwadi
bangalore,south-2,arundhathinagar,33080,GKMPS ARUNDATHINAGAR,Model Primary
bangalore rural,hosakote,samethanahalli,35984,G LPS BELLI KERE,Lower Primary
koppal,kustagi,bijakal,20284,GLPS	MAN KALAKERI	,Lower Primary
bangalore rural,hosakote,doddanhulluru,36202,GLPS PILLAGUMPE,Lower Primary
koppal,kustagi,menedhal,20263,	GHPS LINGADALLI	,Upper Primary
gadag,mundaragi,hirawaddatti,36846,GHPS KELUR,Upper Primary
bangalore,north-4,bagalur,32039,GKHPS KADAYARAPPANAHALLI,Upper Primary
bangalore rural,hosakote,nelavagilu,35912,G HPS NELAVAGILU,Upper Primary
bangalore,south-4,jodi huskur,33359,GKLPS THIRUMENAHALLI,Lower Primary
bangalore,bangalore south(banashankari),doddakannelli,30655,SULIKUNTE DINNE,Anganwadi
bangalore,sumangali seva ashrama,dodda banaswadi,29604,KARIYAN PALYA1,Anganwadi
bangalore rural,hosakote,devanagundi,35988,G LPS LINGADHEELAMALLASANDRA,Lower Primary
dharwad,Hubli-Dharwad urban,Madarmaddi,36304,Ajadnagar,Anganwadi
gadag,mundaragi,kalakeri,36864,GMCS KALAKERI,Model Primary
bangalore,bangalore north (yelahanka),baglur,33890,DASANAYAKANAHALLI,Anganwadi
koppal,kustagi,jumalapur,20201,	GLPS IDLAPUR	,Lower Primary
koppal,kustagi,hanumasagar,20185,	GHPS KURABAGERI HANUMASAGAR	,Upper Primary
bangalore rural,hosakote,kalkunte,36117,G LPS SIDDANAPURA,Lower Primary
bangalore rural,hosakote,nelavagilu,35928,G HPS THARABAHALLI,Upper Primary
